gene_id,gene_id,gene_type,gene_name
ENSMUSG00000117859.2,ENSMUSG00000117859.2,lncRNA,Gm32492
ENSMUSG00000035283.6,ENSMUSG00000035283.6,protein_coding,Adrb1
ENSMUSG00000117696.2,ENSMUSG00000117696.2,lncRNA,Gm50100
ENSMUSG00000067063.2,ENSMUSG00000067063.2,processed_pseudogene,Mif-ps9
ENSMUSG00000035173.15,ENSMUSG00000035173.15,protein_coding,Ccdc186
ENSMUSG00000025081.14,ENSMUSG00000025081.14,protein_coding,Tdrd1
ENSMUSG00000025082.9,ENSMUSG00000025082.9,protein_coding,Vwa2
ENSMUSG00000025083.19,ENSMUSG00000025083.19,protein_coding,Afap1l2
ENSMUSG00000025085.17,ENSMUSG00000025085.17,protein_coding,Ablim1
ENSMUSG00000117684.2,ENSMUSG00000117684.2,lncRNA,4930449E18Rik
ENSMUSG00000097785.3,ENSMUSG00000097785.3,lncRNA,B230217O12Rik
ENSMUSG00000117670.2,ENSMUSG00000117670.2,lncRNA,Gm50270
ENSMUSG00000033478.6,ENSMUSG00000033478.6,protein_coding,Fam160b1
ENSMUSG00000117927.2,ENSMUSG00000117927.2,lncRNA,Gm50271
ENSMUSG00000025086.14,ENSMUSG00000025086.14,protein_coding,Trub1
ENSMUSG00000117655.2,ENSMUSG00000117655.2,lncRNA,6720468P15Rik
ENSMUSG00000118178.2,ENSMUSG00000118178.2,lncRNA,Gm32932
ENSMUSG00000118248.2,ENSMUSG00000118248.2,processed_pseudogene,Gm50279
ENSMUSG00000117770.2,ENSMUSG00000117770.2,lncRNA,Gm50285
ENSMUSG00000117978.2,ENSMUSG00000117978.2,processed_pseudogene,Gm50286
ENSMUSG00000054843.10,ENSMUSG00000054843.10,protein_coding,Atrnl1
ENSMUSG00000093757.3,ENSMUSG00000093757.3,miRNA,Mir5623
ENSMUSG00000117871.2,ENSMUSG00000117871.2,lncRNA,Gm50287
ENSMUSG00000087002.2,ENSMUSG00000087002.2,lncRNA,Gm16277
ENSMUSG00000025089.16,ENSMUSG00000025089.16,protein_coding,Gfra1
ENSMUSG00000118253.2,ENSMUSG00000118253.2,processed_pseudogene,Gm50185
ENSMUSG00000025090.10,ENSMUSG00000025090.10,protein_coding,Ccdc172
ENSMUSG00000100001.2,ENSMUSG00000100001.2,lncRNA,1810007D17Rik
ENSMUSG00000046008.9,ENSMUSG00000046008.9,protein_coding,Pnlip
ENSMUSG00000118223.2,ENSMUSG00000118223.2,lncRNA,1810035K13Rik
ENSMUSG00000101088.7,ENSMUSG00000101088.7,transcribed_unprocessed_pseudogene,1810018F18Rik
ENSMUSG00000042179.7,ENSMUSG00000042179.7,protein_coding,Pnliprp1
ENSMUSG00000025091.5,ENSMUSG00000025091.5,protein_coding,Pnliprp2
ENSMUSG00000026931.11,ENSMUSG00000026931.11,protein_coding,1700019N19Rik
ENSMUSG00002076056.1,ENSMUSG00002076056.1,misc_RNA,7SK
ENSMUSG00000091410.2,ENSMUSG00000091410.2,processed_pseudogene,Gm17150
ENSMUSG00000025092.8,ENSMUSG00000025092.8,protein_coding,Hspa12a
ENSMUSG00000092813.3,ENSMUSG00000092813.3,miRNA,Mir3086
ENSMUSG00000048029.11,ENSMUSG00000048029.11,protein_coding,Eno4
ENSMUSG00000041362.18,ENSMUSG00000041362.18,protein_coding,Shtn1
ENSMUSG00000118377.2,ENSMUSG00000118377.2,processed_pseudogene,Gm9276
ENSMUSG00000006270.8,ENSMUSG00000006270.8,protein_coding,Vax1
ENSMUSG00000117834.2,ENSMUSG00000117834.2,processed_pseudogene,Gm50429
ENSMUSG00000040901.9,ENSMUSG00000040901.9,protein_coding,Kcnk18
ENSMUSG00000101630.2,ENSMUSG00000101630.2,lncRNA,Gm29261
ENSMUSG00000025094.9,ENSMUSG00000025094.9,protein_coding,Slc18a2
ENSMUSG00000074746.4,ENSMUSG00000074746.4,protein_coding,Pdzd8
ENSMUSG00000067038.7,ENSMUSG00000067038.7,processed_pseudogene,Rps12-ps3
ENSMUSG00000118276.2,ENSMUSG00000118276.2,processed_pseudogene,Gm50440
ENSMUSG00000110210.2,ENSMUSG00000110210.2,lncRNA,Gm33756
ENSMUSG00000087095.3,ENSMUSG00000087095.3,lncRNA,Emx2os
ENSMUSG00000043969.5,ENSMUSG00000043969.5,protein_coding,Emx2
ENSMUSG00000100119.2,ENSMUSG00000100119.2,lncRNA,2700089I24Rik
ENSMUSG00000118118.2,ENSMUSG00000118118.2,processed_pseudogene,Gm18161
ENSMUSG00000118031.2,ENSMUSG00000118031.2,lncRNA,Gm19956
ENSMUSG00000118190.2,ENSMUSG00000118190.2,lncRNA,Gm50411
ENSMUSG00000090965.2,ENSMUSG00000090965.2,lncRNA,Gm17203
ENSMUSG00000040022.15,ENSMUSG00000040022.15,protein_coding,Rab11fip2
ENSMUSG00000091378.2,ENSMUSG00000091378.2,lncRNA,Gm4219
ENSMUSG00000118291.2,ENSMUSG00000118291.2,processed_pseudogene,Csf1r-ps
ENSMUSG00000118166.2,ENSMUSG00000118166.2,processed_pseudogene,Gm50296
ENSMUSG00000053117.12,ENSMUSG00000053117.12,lncRNA,E330013P04Rik
ENSMUSG00000057858.9,ENSMUSG00000057858.9,protein_coding,Fam204a
ENSMUSG00000043623.8,ENSMUSG00000043623.8,pseudogene,4933412A08Rik
ENSMUSG00000099678.2,ENSMUSG00000099678.2,lncRNA,Gm28351
ENSMUSG00000045052.4,ENSMUSG00000045052.4,protein_coding,Prlhr
ENSMUSG00000033417.17,ENSMUSG00000033417.17,protein_coding,Cacul1
ENSMUSG00002075851.1,ENSMUSG00002075851.1,miRNA,ENSMUSG00002075851
ENSMUSG00000117790.2,ENSMUSG00000117790.2,lncRNA,Gm46652
ENSMUSG00000072437.5,ENSMUSG00000072437.5,protein_coding,Nanos1
ENSMUSG00000024991.9,ENSMUSG00000024991.9,protein_coding,Eif3a
ENSMUSG00000118735.1,ENSMUSG00000118735.1,miRNA,mmu-mir-3084-1
ENSMUSG00002075991.1,ENSMUSG00002075991.1,snoRNA,ENSMUSG00002075991
ENSMUSG00002075125.1,ENSMUSG00002075125.1,snoRNA,ENSMUSG00002075125
ENSMUSG00000024993.16,ENSMUSG00000024993.16,protein_coding,Dennd10
ENSMUSG00000083036.2,ENSMUSG00000083036.2,processed_pseudogene,Gm15959
ENSMUSG00000063698.10,ENSMUSG00000063698.10,protein_coding,Sfxn4
ENSMUSG00000024997.8,ENSMUSG00000024997.8,protein_coding,Prdx3
ENSMUSG00000003228.10,ENSMUSG00000003228.10,protein_coding,Grk5
ENSMUSG00000096578.3,ENSMUSG00000096578.3,processed_pseudogene,Gm9529
ENSMUSG00000088894.3,ENSMUSG00000088894.3,snoRNA,Gm22520
ENSMUSG00000074733.15,ENSMUSG00000074733.15,protein_coding,Zfp950
ENSMUSG00000070263.3,ENSMUSG00000070263.3,snRNA,Gm22365
ENSMUSG00000118252.2,ENSMUSG00000118252.2,processed_pseudogene,Gm5521
ENSMUSG00000094649.2,ENSMUSG00000094649.2,protein_coding,Gm7102
ENSMUSG00000069475.2,ENSMUSG00000069475.2,protein_coding,Gm6020
ENSMUSG00000059326.8,ENSMUSG00000059326.8,protein_coding,Csf2ra
ENSMUSG00000117740.2,ENSMUSG00000117740.2,processed_pseudogene,Gm4242
ENSMUSG00000117782.2,ENSMUSG00000117782.2,processed_pseudogene,Gm18999
ENSMUSG00000117951.2,ENSMUSG00000117951.2,processed_pseudogene,Gm50357
ENSMUSG00000095993.2,ENSMUSG00000095993.2,protein_coding,Gm21060
ENSMUSG00000118197.2,ENSMUSG00000118197.2,processed_pseudogene,Gm20762
ENSMUSG00000100249.2,ENSMUSG00000100249.2,protein_coding,Btbd35f23
ENSMUSG00000096426.3,ENSMUSG00000096426.3,protein_coding,Btbd35f24
ENSMUSG00000084298.2,ENSMUSG00000084298.2,processed_pseudogene,Gm14331
ENSMUSG00000095907.3,ENSMUSG00000095907.3,processed_pseudogene,Gm14333
ENSMUSG00000080876.4,ENSMUSG00000080876.4,processed_pseudogene,Gm14332
ENSMUSG00000083144.2,ENSMUSG00000083144.2,processed_pseudogene,Gm14334
ENSMUSG00000083918.2,ENSMUSG00000083918.2,processed_pseudogene,Gm14352
ENSMUSG00000094558.2,ENSMUSG00000094558.2,protein_coding,Btbd35f11
ENSMUSG00000081589.2,ENSMUSG00000081589.2,processed_pseudogene,Gm14353
ENSMUSG00000082167.2,ENSMUSG00000082167.2,processed_pseudogene,Gm14360
ENSMUSG00000095492.2,ENSMUSG00000095492.2,processed_pseudogene,Gm14361
ENSMUSG00000094876.2,ENSMUSG00000094876.2,protein_coding,Btbd35f18
ENSMUSG00000095716.2,ENSMUSG00000095716.2,protein_coding,Btbd35f10
ENSMUSG00000095259.2,ENSMUSG00000095259.2,processed_pseudogene,Gm14357
ENSMUSG00000082025.2,ENSMUSG00000082025.2,processed_pseudogene,Gm14359
ENSMUSG00000096524.2,ENSMUSG00000096524.2,processed_pseudogene,Gm14355
ENSMUSG00000080300.5,ENSMUSG00000080300.5,processed_pseudogene,Spin2-ps1
ENSMUSG00000101381.2,ENSMUSG00000101381.2,protein_coding,Btbd35f16
ENSMUSG00000094725.2,ENSMUSG00000094725.2,processed_pseudogene,Gm15251
ENSMUSG00000096733.2,ENSMUSG00000096733.2,processed_pseudogene,Gm15257
ENSMUSG00000078218.3,ENSMUSG00000078218.3,protein_coding,Btbd35f3
ENSMUSG00000085978.2,ENSMUSG00000085978.2,processed_pseudogene,Gm15258
ENSMUSG00000080299.3,ENSMUSG00000080299.3,processed_pseudogene,Gm14350
ENSMUSG00000084955.2,ENSMUSG00000084955.2,processed_pseudogene,Gm14349
ENSMUSG00000082081.2,ENSMUSG00000082081.2,processed_pseudogene,Gm14358
ENSMUSG00000093977.2,ENSMUSG00000093977.2,processed_pseudogene,Gm14362
ENSMUSG00000082489.2,ENSMUSG00000082489.2,processed_pseudogene,Gm14356
ENSMUSG00000094307.2,ENSMUSG00000094307.2,protein_coding,Btbd35f28
ENSMUSG00000094596.2,ENSMUSG00000094596.2,protein_coding,Btbd35f20
ENSMUSG00000094240.2,ENSMUSG00000094240.2,processed_pseudogene,Gm14348
ENSMUSG00000085775.2,ENSMUSG00000085775.2,processed_pseudogene,Gm14364
ENSMUSG00000085966.2,ENSMUSG00000085966.2,processed_pseudogene,Gm14368
ENSMUSG00000095411.2,ENSMUSG00000095411.2,processed_pseudogene,Gm15260
ENSMUSG00000094273.2,ENSMUSG00000094273.2,protein_coding,Btbd35f17
ENSMUSG00000094794.2,ENSMUSG00000094794.2,processed_pseudogene,Gm6019
ENSMUSG00000080073.3,ENSMUSG00000080073.3,processed_pseudogene,Gm9427
ENSMUSG00000094323.2,ENSMUSG00000094323.2,processed_pseudogene,Gm15256
ENSMUSG00000078214.6,ENSMUSG00000078214.6,processed_pseudogene,Gm5925
ENSMUSG00000096800.2,ENSMUSG00000096800.2,processed_pseudogene,Gm4725
ENSMUSG00000085686.2,ENSMUSG00000085686.2,processed_pseudogene,Gm9498
ENSMUSG00000095657.2,ENSMUSG00000095657.2,processed_pseudogene,Gm15252
ENSMUSG00000078213.4,ENSMUSG00000078213.4,protein_coding,Btbd35f4
ENSMUSG00000094693.2,ENSMUSG00000094693.2,processed_pseudogene,Gm4726
ENSMUSG00000078212.5,ENSMUSG00000078212.5,processed_pseudogene,Gm3757
ENSMUSG00000086497.2,ENSMUSG00000086497.2,processed_pseudogene,Gm15259
ENSMUSG00000095436.2,ENSMUSG00000095436.2,processed_pseudogene,Gm15254
ENSMUSG00000094860.2,ENSMUSG00000094860.2,protein_coding,Btbd35f27
ENSMUSG00000094358.2,ENSMUSG00000094358.2,processed_pseudogene,Gm14370
ENSMUSG00000080792.2,ENSMUSG00000080792.2,unprocessed_pseudogene,Gm14367
ENSMUSG00000094401.2,ENSMUSG00000094401.2,processed_pseudogene,Gm14365
ENSMUSG00000085706.2,ENSMUSG00000085706.2,processed_pseudogene,Gm9428
ENSMUSG00000078210.4,ENSMUSG00000078210.4,processed_pseudogene,Gm5924
ENSMUSG00000081626.4,ENSMUSG00000081626.4,processed_pseudogene,Gm14369
ENSMUSG00000082975.2,ENSMUSG00000082975.2,processed_pseudogene,Gm14363
ENSMUSG00000044597.5,ENSMUSG00000044597.5,protein_coding,Mycs
ENSMUSG00000082326.2,ENSMUSG00000082326.2,processed_pseudogene,Gm14366
ENSMUSG00000082270.2,ENSMUSG00000082270.2,processed_pseudogene,Gm14375
ENSMUSG00000095814.2,ENSMUSG00000095814.2,protein_coding,Btbd35f7
ENSMUSG00000081232.4,ENSMUSG00000081232.4,processed_pseudogene,Gm14373
ENSMUSG00000081486.2,ENSMUSG00000081486.2,processed_pseudogene,Gm14452
ENSMUSG00000083939.2,ENSMUSG00000083939.2,processed_pseudogene,Gm14451
ENSMUSG00000080186.3,ENSMUSG00000080186.3,processed_pseudogene,Gm14448
ENSMUSG00000081661.2,ENSMUSG00000081661.2,processed_pseudogene,Gm14450
ENSMUSG00000097342.2,ENSMUSG00000097342.2,lncRNA,Gm26618
ENSMUSG00000073295.5,ENSMUSG00000073295.5,protein_coding,Nudt11
ENSMUSG00000082109.2,ENSMUSG00000082109.2,processed_pseudogene,Rpl19-ps12
ENSMUSG00002076767.1,ENSMUSG00002076767.1,miRNA,ENSMUSG00002076767
ENSMUSG00000073294.5,ENSMUSG00000073294.5,protein_coding,Ezhip
ENSMUSG00000118952.1,ENSMUSG00000118952.1,rRNA,5S_rRNA
ENSMUSG00000073293.5,ENSMUSG00000073293.5,protein_coding,Nudt10
ENSMUSG00000023279.8,ENSMUSG00000023279.8,protein_coding,Bmp15
ENSMUSG00000068270.16,ENSMUSG00000068270.16,protein_coding,Shroom4
ENSMUSG00000062393.15,ENSMUSG00000062393.15,protein_coding,Dgkk
ENSMUSG00000051592.15,ENSMUSG00000051592.15,protein_coding,Ccnb3
ENSMUSG00000050089.14,ENSMUSG00000050089.14,protein_coding,Akap4
ENSMUSG00000082240.2,ENSMUSG00000082240.2,processed_pseudogene,Gm14380
ENSMUSG00000004317.15,ENSMUSG00000004317.15,protein_coding,Clcn5
ENSMUSG00000089127.4,ENSMUSG00000089127.4,snoRNA,Gm26401
ENSMUSG00000070108.4,ENSMUSG00000070108.4,miRNA,Mir500
ENSMUSG00000076251.3,ENSMUSG00000076251.3,miRNA,Mir501
ENSMUSG00000070100.3,ENSMUSG00000070100.3,miRNA,Mir362
ENSMUSG00000065398.3,ENSMUSG00000065398.3,miRNA,Mir188
ENSMUSG00000070139.3,ENSMUSG00000070139.3,miRNA,Mir532
ENSMUSG00000046269.18,ENSMUSG00000046269.18,protein_coding,Usp27x
ENSMUSG00000087252.2,ENSMUSG00000087252.2,lncRNA,Gm14379
ENSMUSG00000063018.7,ENSMUSG00000063018.7,lncRNA,2010204K13Rik
ENSMUSG00000083535.2,ENSMUSG00000083535.2,processed_pseudogene,Gm14381
ENSMUSG00000084150.2,ENSMUSG00000084150.2,processed_pseudogene,Gm14395
ENSMUSG00000083402.2,ENSMUSG00000083402.2,processed_pseudogene,Gm14394
ENSMUSG00000088477.3,ENSMUSG00000088477.3,snoRNA,Gm23082
ENSMUSG00000039556.17,ENSMUSG00000039556.17,protein_coding,Ppp1r3f
ENSMUSG00000103436.2,ENSMUSG00000103436.2,lncRNA,Gm36995
ENSMUSG00000039545.17,ENSMUSG00000039545.17,lncRNA,Flicr
ENSMUSG00000039521.14,ENSMUSG00000039521.14,protein_coding,Foxp3
ENSMUSG00000031143.5,ENSMUSG00000031143.5,protein_coding,Ccdc22
ENSMUSG00000031142.18,ENSMUSG00000031142.18,protein_coding,Cacna1f
ENSMUSG00000031144.16,ENSMUSG00000031144.16,protein_coding,Syp
ENSMUSG00000087644.2,ENSMUSG00000087644.2,lncRNA,Gm14703
ENSMUSG00000031145.16,ENSMUSG00000031145.16,protein_coding,Prickle3
ENSMUSG00000031146.7,ENSMUSG00000031146.7,protein_coding,Plp2
ENSMUSG00000031147.9,ENSMUSG00000031147.9,protein_coding,Magix
ENSMUSG00000081083.2,ENSMUSG00000081083.2,processed_pseudogene,Gm6079
ENSMUSG00000031148.15,ENSMUSG00000031148.15,protein_coding,Gpkow
ENSMUSG00000039382.13,ENSMUSG00000039382.13,protein_coding,Wdr45
ENSMUSG00000109493.2,ENSMUSG00000109493.2,protein_coding,Gm45208
ENSMUSG00000031149.8,ENSMUSG00000031149.8,protein_coding,Praf2
ENSMUSG00000031150.14,ENSMUSG00000031150.14,protein_coding,Ccdc120
ENSMUSG00000082617.4,ENSMUSG00000082617.4,processed_pseudogene,Smt3h2-ps
ENSMUSG00000000134.18,ENSMUSG00000000134.18,protein_coding,Tfe3
ENSMUSG00000031153.17,ENSMUSG00000031153.17,protein_coding,Gripap1
ENSMUSG00000080645.3,ENSMUSG00000080645.3,miRNA,Mir1198
ENSMUSG00000009731.5,ENSMUSG00000009731.5,protein_coding,Kcnd1
ENSMUSG00000031154.16,ENSMUSG00000031154.16,protein_coding,Otud5
ENSMUSG00000031155.18,ENSMUSG00000031155.18,protein_coding,Pim2
ENSMUSG00000031156.19,ENSMUSG00000031156.19,protein_coding,Slc35a2
ENSMUSG00000031157.11,ENSMUSG00000031157.11,protein_coding,Pqbp1
ENSMUSG00000031158.12,ENSMUSG00000031158.12,protein_coding,Timm17b
ENSMUSG00000073291.4,ENSMUSG00000073291.4,protein_coding,Gm10491
ENSMUSG00000073290.2,ENSMUSG00000073290.2,protein_coding,Gm10490
ENSMUSG00000039278.11,ENSMUSG00000039278.11,protein_coding,Pcsk1n
ENSMUSG00000031160.5,ENSMUSG00000031160.5,protein_coding,Eras
ENSMUSG00000031161.16,ENSMUSG00000031161.16,protein_coding,Hdac6
ENSMUSG00000082054.2,ENSMUSG00000082054.2,processed_pseudogene,Psmb6-ps
ENSMUSG00000031162.15,ENSMUSG00000031162.15,protein_coding,Gata1
ENSMUSG00000031163.3,ENSMUSG00000031163.3,protein_coding,Glod5
ENSMUSG00000083518.2,ENSMUSG00000083518.2,processed_pseudogene,Gm9429
ENSMUSG00000080877.2,ENSMUSG00000080877.2,processed_pseudogene,Rpl22-ps1
ENSMUSG00000082404.2,ENSMUSG00000082404.2,processed_pseudogene,Gm14799
ENSMUSG00000087193.8,ENSMUSG00000087193.8,lncRNA,Gm14820
ENSMUSG00000068243.7,ENSMUSG00000068243.7,processed_pseudogene,Gm7079
ENSMUSG00000039231.19,ENSMUSG00000039231.19,protein_coding,Suv39h1
ENSMUSG00000031165.7,ENSMUSG00000031165.7,protein_coding,Was
ENSMUSG00002076242.1,ENSMUSG00002076242.1,snRNA,U6
ENSMUSG00000086404.2,ENSMUSG00000086404.2,lncRNA,Gm6787
ENSMUSG00000081042.2,ENSMUSG00000081042.2,transcribed_processed_pseudogene,Psmb7-ps2
ENSMUSG00000031166.14,ENSMUSG00000031166.14,protein_coding,Wdr13
ENSMUSG00000031167.17,ENSMUSG00000031167.17,protein_coding,Rbm3
ENSMUSG00000055188.13,ENSMUSG00000055188.13,lncRNA,Rbm3os
ENSMUSG00000039201.11,ENSMUSG00000039201.11,protein_coding,Tbc1d25
ENSMUSG00000031168.15,ENSMUSG00000031168.15,protein_coding,Ebp
ENSMUSG00000031169.14,ENSMUSG00000031169.14,protein_coding,Porcn
ENSMUSG00000031171.12,ENSMUSG00000031171.12,protein_coding,Ftsj1
ENSMUSG00000031170.15,ENSMUSG00000031170.15,protein_coding,Slc38a5
ENSMUSG00000068219.9,ENSMUSG00000068219.9,protein_coding,Ssxb10
ENSMUSG00000068218.7,ENSMUSG00000068218.7,protein_coding,Ssxb9
ENSMUSG00000079705.5,ENSMUSG00000079705.5,protein_coding,Ssxb1
ENSMUSG00000023165.14,ENSMUSG00000023165.14,protein_coding,Ssxb2
ENSMUSG00000079704.3,ENSMUSG00000079704.3,protein_coding,Gm14459
ENSMUSG00000079702.6,ENSMUSG00000079702.6,protein_coding,Ssxb6
ENSMUSG00000079701.8,ENSMUSG00000079701.8,protein_coding,Ssxb3
ENSMUSG00000080897.2,ENSMUSG00000080897.2,unprocessed_pseudogene,Gm14500
ENSMUSG00000081410.2,ENSMUSG00000081410.2,unprocessed_pseudogene,Gm6797
ENSMUSG00000082496.4,ENSMUSG00000082496.4,processed_pseudogene,Gm6798
ENSMUSG00000082458.2,ENSMUSG00000082458.2,processed_pseudogene,Gm9430
ENSMUSG00000079703.13,ENSMUSG00000079703.13,protein_coding,Ssxb8
ENSMUSG00000035371.9,ENSMUSG00000035371.9,protein_coding,Ssx9
ENSMUSG00000071816.6,ENSMUSG00000071816.6,protein_coding,Ssxb5
ENSMUSG00000082129.2,ENSMUSG00000082129.2,unprocessed_pseudogene,Gm14502
ENSMUSG00000079699.3,ENSMUSG00000079699.3,protein_coding,Gm6592
ENSMUSG00000079697.2,ENSMUSG00000079697.2,protein_coding,Gm5751
ENSMUSG00000052364.5,ENSMUSG00000052364.5,protein_coding,B630019K06Rik
ENSMUSG00000082198.2,ENSMUSG00000082198.2,processed_pseudogene,Gm14504
ENSMUSG00000081381.2,ENSMUSG00000081381.2,processed_pseudogene,Gm5752
ENSMUSG00000083871.2,ENSMUSG00000083871.2,processed_pseudogene,Gm16479
ENSMUSG00000080051.3,ENSMUSG00000080051.3,processed_pseudogene,Gm14510
ENSMUSG00000078208.2,ENSMUSG00000078208.2,protein_coding,Fthl17b
ENSMUSG00000081020.2,ENSMUSG00000081020.2,processed_pseudogene,Gm14509
ENSMUSG00000060685.5,ENSMUSG00000060685.5,protein_coding,Fthl17c
ENSMUSG00000087584.2,ENSMUSG00000087584.2,processed_pseudogene,Gm14457
ENSMUSG00000078206.2,ENSMUSG00000078206.2,protein_coding,Fthl17d
ENSMUSG00000083468.2,ENSMUSG00000083468.2,processed_pseudogene,Gm9431
ENSMUSG00000082222.2,ENSMUSG00000082222.2,processed_pseudogene,Gm14865
ENSMUSG00000071815.7,ENSMUSG00000071815.7,protein_coding,Fthl17e
ENSMUSG00000086518.2,ENSMUSG00000086518.2,processed_pseudogene,Gm14503
ENSMUSG00000083714.4,ENSMUSG00000083714.4,unprocessed_pseudogene,Fthl17-ps1
ENSMUSG00000080050.3,ENSMUSG00000080050.3,processed_pseudogene,Gm14864
ENSMUSG00000080952.2,ENSMUSG00000080952.2,processed_pseudogene,Gm5379
ENSMUSG00000072249.4,ENSMUSG00000072249.4,protein_coding,Fthl17f
ENSMUSG00000081959.2,ENSMUSG00000081959.2,processed_pseudogene,Gm16480
ENSMUSG00000083123.2,ENSMUSG00000083123.2,unprocessed_pseudogene,Fthl17-ps2
ENSMUSG00000045797.2,ENSMUSG00000045797.2,protein_coding,4930402K13Rik
ENSMUSG00000087021.4,ENSMUSG00000087021.4,unprocessed_pseudogene,Fthl17-ps3
ENSMUSG00000047344.10,ENSMUSG00000047344.10,protein_coding,Lancl3
ENSMUSG00000079694.3,ENSMUSG00000079694.3,protein_coding,Gm14862
ENSMUSG00000015342.7,ENSMUSG00000015342.7,protein_coding,Xk
ENSMUSG00000100200.2,ENSMUSG00000100200.2,protein_coding,H2al1m
ENSMUSG00000065155.3,ENSMUSG00000065155.3,snRNA,Gm25481
ENSMUSG00000083670.2,ENSMUSG00000083670.2,processed_pseudogene,Gm6829
ENSMUSG00000083608.2,ENSMUSG00000083608.2,processed_pseudogene,Gm14863
ENSMUSG00000100448.2,ENSMUSG00000100448.2,protein_coding,H2al1k
ENSMUSG00000015340.11,ENSMUSG00000015340.11,protein_coding,Cybb
ENSMUSG00000077713.4,ENSMUSG00000077713.4,snRNA,Gm25728
ENSMUSG00000061065.4,ENSMUSG00000061065.4,protein_coding,H2al1o
ENSMUSG00000118573.2,ENSMUSG00000118573.2,processed_pseudogene,Gm52997
ENSMUSG00000031176.9,ENSMUSG00000031176.9,protein_coding,Dynlt3
ENSMUSG00000040456.3,ENSMUSG00000040456.3,protein_coding,H2ap
ENSMUSG00000048994.3,ENSMUSG00000048994.3,protein_coding,H2al3
ENSMUSG00000054453.12,ENSMUSG00000054453.12,protein_coding,Sytl5
ENSMUSG00000081898.2,ENSMUSG00000081898.2,processed_pseudogene,Gm5754
ENSMUSG00000090084.8,ENSMUSG00000090084.8,protein_coding,Srpx
ENSMUSG00000031174.18,ENSMUSG00000031174.18,protein_coding,Rpgr
ENSMUSG00000031173.14,ENSMUSG00000031173.14,protein_coding,Otc
ENSMUSG00000086996.2,ENSMUSG00000086996.2,transcribed_processed_pseudogene,4933416E14Rik
ENSMUSG00000058254.13,ENSMUSG00000058254.13,protein_coding,Tspan7
ENSMUSG00002076115.1,ENSMUSG00002076115.1,rRNA,5S_rRNA
ENSMUSG00000068200.7,ENSMUSG00000068200.7,processed_pseudogene,Gm5931
ENSMUSG00000083262.2,ENSMUSG00000083262.2,processed_pseudogene,Gm14470
ENSMUSG00000081308.2,ENSMUSG00000081308.2,processed_pseudogene,Gm14480
ENSMUSG00000008035.13,ENSMUSG00000008035.13,protein_coding,Mid1ip1
ENSMUSG00000085587.2,ENSMUSG00000085587.2,lncRNA,Gm14493
ENSMUSG00000081680.2,ENSMUSG00000081680.2,processed_pseudogene,Gm14473
ENSMUSG00000083419.2,ENSMUSG00000083419.2,processed_pseudogene,Gm14485
ENSMUSG00000080948.2,ENSMUSG00000080948.2,processed_pseudogene,Gm14481
ENSMUSG00000100626.2,ENSMUSG00000100626.2,protein_coding,H2al1a
ENSMUSG00000101819.2,ENSMUSG00000101819.2,protein_coding,H2al1b
ENSMUSG00000096097.2,ENSMUSG00000096097.2,protein_coding,H2al1c
ENSMUSG00000094904.2,ENSMUSG00000094904.2,protein_coding,H2al1d
ENSMUSG00000095413.2,ENSMUSG00000095413.2,protein_coding,H2al1e
ENSMUSG00000095655.2,ENSMUSG00000095655.2,protein_coding,H2al1f
ENSMUSG00000095662.2,ENSMUSG00000095662.2,protein_coding,H2al1g
ENSMUSG00000099443.2,ENSMUSG00000099443.2,protein_coding,H2al1h
ENSMUSG00000095445.2,ENSMUSG00000095445.2,protein_coding,H2al1i
ENSMUSG00000069038.3,ENSMUSG00000069038.3,protein_coding,H2al1j
ENSMUSG00000083492.2,ENSMUSG00000083492.2,processed_pseudogene,Gm14515
ENSMUSG00000080811.2,ENSMUSG00000080811.2,processed_pseudogene,Gm14513
ENSMUSG00000065825.3,ENSMUSG00000065825.3,snRNA,Gm26314
ENSMUSG00000082146.2,ENSMUSG00000082146.2,processed_pseudogene,Rpl23a-ps13
ENSMUSG00000083439.2,ENSMUSG00000083439.2,processed_pseudogene,Gm14491
ENSMUSG00000081947.3,ENSMUSG00000081947.3,processed_pseudogene,Gm14512
ENSMUSG00000040363.16,ENSMUSG00000040363.16,protein_coding,Bcor
ENSMUSG00000083486.2,ENSMUSG00000083486.2,processed_pseudogene,Gm14521
ENSMUSG00000087591.8,ENSMUSG00000087591.8,lncRNA,Gm14635
ENSMUSG00000081461.4,ENSMUSG00000081461.4,processed_pseudogene,Rpl30-ps11
ENSMUSG00000031007.3,ENSMUSG00000031007.3,protein_coding,Atp6ap2
ENSMUSG00000083199.2,ENSMUSG00000083199.2,processed_pseudogene,Gm9432
ENSMUSG00000079871.5,ENSMUSG00000079871.5,processed_pseudogene,Gm4984
ENSMUSG00000044148.7,ENSMUSG00000044148.7,protein_coding,1810030O07Rik
ENSMUSG00000086473.2,ENSMUSG00000086473.2,processed_pseudogene,Gm16265
ENSMUSG00000064127.14,ENSMUSG00000064127.14,protein_coding,Med14
ENSMUSG00000085891.8,ENSMUSG00000085891.8,lncRNA,Gm14634
ENSMUSG00002075977.1,ENSMUSG00002075977.1,miRNA,ENSMUSG00002075977
ENSMUSG00000083760.2,ENSMUSG00000083760.2,processed_pseudogene,Gm14524
ENSMUSG00000083307.2,ENSMUSG00000083307.2,processed_pseudogene,AA414768
